freqHz,wcetMs,feasible,selectedPhaseMs,c1RateDst,c1Init,c2RateSrc,c2Init,selectedCriticalPathThroughCnnMs,selectedCriticalPathExecutionThroughCnnMs,firstErrorId
50,0,yes,83/5,84/5,14/5,28/5,18,98,5771/1500,
50,1/4,yes,83/5,84/5,14/5,28/5,18,98,3073/750,
50,1/2,yes,83/5,84/5,14/5,28/5,18,98,6521/1500,
50,3/4,yes,83/5,84/5,14/5,28/5,18,98,1724/375,
50,1,yes,83/5,84/5,14/5,28/5,18,98,7271/1500,
50,5/4,yes,83/5,84/5,14/5,28/5,18,98,3823/750,
50,3/2,yes,83/5,84/5,14/5,28/5,18,98,8021/1500,
50,7/4,yes,83/5,84/5,14/5,28/5,18,98,2099/375,
50,2,yes,83/5,84/5,14/5,28/5,18,98,8771/1500,
50,9/4,yes,83/5,84/5,14/5,28/5,18,98,4573/750,
50,5/2,yes,83/5,84/5,14/5,28/5,18,98,9521/1500,
50,11/4,yes,83/5,84/5,14/5,28/5,18,98,2474/375,
50,3,yes,83/5,84/5,14/5,28/5,18,98,10271/1500,
50,13/4,yes,83/5,84/5,14/5,28/5,18,98,5323/750,
50,7/2,yes,83/5,84/5,14/5,28/5,18,98,11021/1500,
50,15/4,yes,83/5,84/5,14/5,28/5,18,98,2849/375,
50,4,yes,83/5,84/5,14/5,28/5,18,98,11771/1500,
50,17/4,yes,83/5,84/5,14/5,28/5,18,98,6073/750,
50,9/2,yes,83/5,84/5,14/5,28/5,18,98,12521/1500,
50,19/4,yes,83/5,84/5,14/5,28/5,18,98,3224/375,
50,5,yes,83/5,84/5,14/5,28/5,18,98,13271/1500,
75,0,yes,83/5,56/5,42/5,56/15,18,98,5771/1500,
75,1/4,yes,83/5,56/5,42/5,56/15,18,98,3073/750,
75,1/2,yes,83/5,56/5,42/5,56/15,18,98,6521/1500,
75,3/4,yes,83/5,56/5,42/5,56/15,18,98,1724/375,
75,1,yes,83/5,56/5,42/5,56/15,18,98,7271/1500,
75,5/4,yes,83/5,56/5,42/5,56/15,18,98,3823/750,
75,3/2,yes,83/5,56/5,42/5,56/15,18,98,8021/1500,
75,7/4,yes,83/5,56/5,42/5,56/15,18,98,2099/375,
75,2,yes,83/5,56/5,42/5,56/15,18,98,8771/1500,
75,9/4,yes,83/5,56/5,42/5,56/15,18,98,4573/750,
75,5/2,yes,83/5,56/5,42/5,56/15,18,98,9521/1500,
75,11/4,yes,83/5,56/5,42/5,56/15,18,98,2474/375,
75,3,yes,83/5,56/5,42/5,56/15,18,98,10271/1500,
75,13/4,yes,83/5,56/5,42/5,56/15,18,98,5323/750,
75,7/2,yes,83/5,56/5,42/5,56/15,18,98,11021/1500,
75,15/4,yes,83/5,56/5,42/5,56/15,18,98,2849/375,
75,4,yes,83/5,56/5,42/5,56/15,18,98,11771/1500,
75,17/4,yes,83/5,56/5,42/5,56/15,18,98,6073/750,
75,9/2,yes,83/5,56/5,42/5,56/15,18,98,12521/1500,
75,19/4,yes,83/5,56/5,42/5,56/15,18,98,3224/375,
75,5,yes,83/5,56/5,42/5,56/15,18,98,13271/1500,
100,0,yes,83/5,42/5,14/5,14/5,18,98,5771/1500,
100,1/4,yes,83/5,42/5,14/5,14/5,18,98,3073/750,
100,1/2,yes,83/5,42/5,14/5,14/5,18,98,6521/1500,
100,3/4,yes,83/5,42/5,14/5,14/5,18,98,1724/375,
100,1,yes,83/5,42/5,14/5,14/5,18,98,7271/1500,
100,5/4,yes,83/5,42/5,14/5,14/5,18,98,3823/750,
100,3/2,yes,83/5,42/5,14/5,14/5,18,98,8021/1500,
100,7/4,yes,83/5,42/5,14/5,14/5,18,98,2099/375,
100,2,yes,83/5,42/5,14/5,14/5,18,98,8771/1500,
100,9/4,yes,83/5,42/5,14/5,14/5,18,98,4573/750,
100,5/2,yes,83/5,42/5,14/5,14/5,18,98,9521/1500,
100,11/4,yes,83/5,42/5,14/5,14/5,18,98,2474/375,
100,3,yes,83/5,42/5,14/5,14/5,18,98,10271/1500,
100,13/4,yes,83/5,42/5,14/5,14/5,18,98,5323/750,
100,7/2,yes,83/5,42/5,14/5,14/5,18,98,11021/1500,
100,15/4,yes,83/5,42/5,14/5,14/5,18,98,2849/375,
100,4,yes,83/5,42/5,14/5,14/5,18,98,11771/1500,
100,17/4,yes,83/5,42/5,14/5,14/5,18,98,6073/750,
100,9/2,yes,83/5,42/5,14/5,14/5,18,98,12521/1500,
100,19/4,yes,83/5,42/5,14/5,14/5,18,98,3224/375,
100,5,yes,83/5,42/5,14/5,14/5,18,98,13271/1500,
125,0,yes,83/5,168/25,154/25,56/25,18,98,5771/1500,
125,1/4,yes,83/5,168/25,154/25,56/25,18,98,3073/750,
125,1/2,yes,83/5,168/25,154/25,56/25,18,98,6521/1500,
125,3/4,yes,83/5,168/25,154/25,56/25,18,98,1724/375,
125,1,yes,83/5,168/25,154/25,56/25,18,98,7271/1500,
125,5/4,yes,83/5,168/25,154/25,56/25,18,98,3823/750,
125,3/2,yes,83/5,168/25,154/25,56/25,18,98,8021/1500,
125,7/4,yes,83/5,168/25,154/25,56/25,18,98,2099/375,
125,2,yes,83/5,168/25,154/25,56/25,18,98,8771/1500,
125,9/4,yes,83/5,168/25,154/25,56/25,18,98,4573/750,
125,5/2,yes,83/5,168/25,154/25,56/25,18,98,9521/1500,
125,11/4,yes,83/5,168/25,154/25,56/25,18,98,2474/375,
125,3,yes,83/5,168/25,154/25,56/25,18,98,10271/1500,
125,13/4,yes,83/5,168/25,154/25,56/25,18,98,5323/750,
125,7/2,yes,83/5,168/25,154/25,56/25,18,98,11021/1500,
125,15/4,yes,83/5,168/25,154/25,56/25,18,98,2849/375,
125,4,yes,83/5,168/25,154/25,56/25,18,98,11771/1500,
125,17/4,yes,83/5,168/25,154/25,56/25,18,98,6073/750,
125,9/2,yes,83/5,168/25,154/25,56/25,18,98,12521/1500,
125,19/4,yes,83/5,168/25,154/25,56/25,18,98,3224/375,
125,5,yes,83/5,168/25,154/25,56/25,18,98,13271/1500,
150,0,yes,83/5,28/5,14/5,28/15,18,98,5771/1500,
150,1/4,yes,83/5,28/5,14/5,28/15,18,98,3073/750,
150,1/2,yes,83/5,28/5,14/5,28/15,18,98,6521/1500,
150,3/4,yes,83/5,28/5,14/5,28/15,18,98,1724/375,
150,1,yes,83/5,28/5,14/5,28/15,18,98,7271/1500,
150,5/4,yes,83/5,28/5,14/5,28/15,18,98,3823/750,
150,3/2,yes,83/5,28/5,14/5,28/15,18,98,8021/1500,
150,7/4,yes,83/5,28/5,14/5,28/15,18,98,2099/375,
150,2,yes,83/5,28/5,14/5,28/15,18,98,8771/1500,
150,9/4,yes,83/5,28/5,14/5,28/15,18,98,4573/750,
150,5/2,yes,83/5,28/5,14/5,28/15,18,98,9521/1500,
150,11/4,yes,83/5,28/5,14/5,28/15,18,98,2474/375,
150,3,yes,83/5,28/5,14/5,28/15,18,98,10271/1500,
150,13/4,yes,83/5,28/5,14/5,28/15,18,98,5323/750,
150,7/2,yes,83/5,28/5,14/5,28/15,18,98,11021/1500,
150,15/4,yes,83/5,28/5,14/5,28/15,18,98,2849/375,
150,4,yes,83/5,28/5,14/5,28/15,18,98,11771/1500,
150,17/4,yes,83/5,28/5,14/5,28/15,18,98,6073/750,
150,9/2,yes,83/5,28/5,14/5,28/15,18,98,12521/1500,
150,19/4,yes,83/5,28/5,14/5,28/15,18,98,3224/375,
150,5,yes,83/5,28/5,14/5,28/15,18,98,13271/1500,
175,0,yes,83/5,24/5,1,8/5,18,98,5771/1500,
175,1/4,yes,83/5,24/5,1,8/5,18,98,3073/750,
175,1/2,yes,83/5,24/5,1,8/5,18,98,6521/1500,
175,3/4,yes,83/5,24/5,1,8/5,18,98,1724/375,
175,1,yes,83/5,24/5,1,8/5,18,98,7271/1500,
175,5/4,yes,83/5,24/5,1,8/5,18,98,3823/750,
175,3/2,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID
175,7/4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,2,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,9/4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,5/2,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,11/4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,3,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,13/4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,7/2,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,15/4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,17/4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,9/2,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,19/4,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
175,5,no,,24/5,,8/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
200,0,yes,83/5,21/5,14/5,7/5,18,98,5771/1500,
200,1/4,yes,83/5,21/5,14/5,7/5,18,98,3073/750,
200,1/2,yes,83/5,21/5,14/5,7/5,18,98,6521/1500,
200,3/4,yes,83/5,21/5,14/5,7/5,18,98,1724/375,
200,1,yes,83/5,21/5,14/5,7/5,18,98,7271/1500,
200,5/4,yes,83/5,21/5,14/5,7/5,18,98,3823/750,
200,3/2,yes,83/5,21/5,14/5,7/5,18,98,8021/1500,
200,7/4,yes,83/5,21/5,14/5,7/5,18,98,2099/375,
200,2,yes,83/5,21/5,14/5,7/5,18,98,8771/1500,
200,9/4,yes,83/5,21/5,14/5,7/5,18,98,4573/750,
200,5/2,yes,83/5,21/5,14/5,7/5,18,98,9521/1500,
200,11/4,yes,83/5,21/5,14/5,7/5,18,98,2474/375,
200,3,yes,83/5,21/5,14/5,7/5,18,98,10271/1500,
200,13/4,yes,83/5,21/5,14/5,7/5,18,98,5323/750,
200,7/2,yes,83/5,21/5,14/5,7/5,18,98,11021/1500,
200,15/4,yes,83/5,21/5,14/5,7/5,18,98,2849/375,
200,4,yes,83/5,21/5,14/5,7/5,18,98,11771/1500,
200,17/4,yes,83/5,21/5,14/5,7/5,18,98,6073/750,
200,9/2,yes,83/5,21/5,14/5,7/5,18,98,12521/1500,
200,19/4,yes,83/5,21/5,14/5,7/5,18,98,3224/375,
200,5,no,,21/5,,7/5,,,,E_NOT_LIVE
225,0,yes,83/5,56/15,1,56/45,18,98,5771/1500,
225,1/4,yes,83/5,56/15,1,56/45,18,98,3073/750,
225,1/2,yes,83/5,56/15,1,56/45,18,98,6521/1500,
225,3/4,yes,83/5,56/15,1,56/45,18,98,1724/375,
225,1,yes,83/5,56/15,1,56/45,18,98,7271/1500,
225,5/4,yes,83/5,56/15,1,56/45,18,98,3823/750,
225,3/2,yes,83/5,56/15,1,56/45,18,98,8021/1500,
225,7/4,yes,83/5,56/15,1,56/45,18,98,2099/375,
225,2,yes,83/5,56/15,1,56/45,18,98,8771/1500,
225,9/4,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID
225,5/2,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,11/4,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,3,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,13/4,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,7/2,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,15/4,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,4,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,17/4,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,9/2,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,19/4,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
225,5,no,,56/15,,56/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
250,0,yes,83/5,84/25,14/5,28/25,18,98,5771/1500,
250,1/4,yes,83/5,84/25,14/5,28/25,18,98,3073/750,
250,1/2,yes,83/5,84/25,14/5,28/25,18,98,6521/1500,
250,3/4,yes,83/5,84/25,14/5,28/25,18,98,1724/375,
250,1,yes,83/5,84/25,14/5,28/25,18,98,7271/1500,
250,5/4,yes,83/5,84/25,14/5,28/25,18,98,3823/750,
250,3/2,yes,83/5,84/25,14/5,28/25,18,98,8021/1500,
250,7/4,yes,83/5,84/25,14/5,28/25,18,98,2099/375,
250,2,yes,83/5,84/25,14/5,28/25,18,98,8771/1500,
250,9/4,yes,83/5,84/25,14/5,28/25,18,98,4573/750,
250,5/2,yes,83/5,84/25,14/5,28/25,18,98,9521/1500,
250,11/4,yes,83/5,84/25,14/5,28/25,18,98,2474/375,
250,3,yes,83/5,84/25,14/5,28/25,18,98,10271/1500,
250,13/4,yes,83/5,84/25,14/5,28/25,18,98,5323/750,
250,7/2,yes,83/5,84/25,14/5,28/25,18,98,11021/1500,
250,15/4,yes,83/5,84/25,14/5,28/25,18,98,2849/375,
250,4,no,,84/25,,28/25,,,,E_NOT_LIVE
250,17/4,no,,84/25,,28/25,,,,E_NOT_LIVE (skipped: WCET monotonicity)
250,9/2,no,,84/25,,28/25,,,,E_NOT_LIVE (skipped: WCET monotonicity)
250,19/4,no,,84/25,,28/25,,,,E_NOT_LIVE (skipped: WCET monotonicity)
250,5,no,,84/25,,28/25,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,0,yes,83/5,168/55,14/11,56/55,18,98,5771/1500,
275,1/4,yes,83/5,168/55,14/11,56/55,18,98,3073/750,
275,1/2,yes,83/5,168/55,14/11,56/55,18,98,6521/1500,
275,3/4,yes,83/5,168/55,14/11,56/55,18,98,1724/375,
275,1,yes,83/5,168/55,14/11,56/55,18,98,7271/1500,
275,5/4,yes,83/5,168/55,14/11,56/55,18,98,3823/750,
275,3/2,yes,83/5,168/55,14/11,56/55,18,98,8021/1500,
275,7/4,no,,168/55,,56/55,,,,E_NOT_LIVE
275,2,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,9/4,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,5/2,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,11/4,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,3,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,13/4,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,7/2,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,15/4,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,4,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,17/4,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,9/2,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,19/4,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
275,5,no,,168/55,,56/55,,,,E_NOT_LIVE (skipped: WCET monotonicity)
300,0,yes,83/5,14/5,1,14/15,18,98,5771/1500,
300,1/4,yes,83/5,14/5,1,14/15,18,98,3073/750,
300,1/2,yes,83/5,14/5,1,14/15,18,98,6521/1500,
300,3/4,yes,83/5,14/5,1,14/15,18,98,1724/375,
300,1,yes,83/5,14/5,1,14/15,18,98,7271/1500,
300,5/4,yes,83/5,14/5,1,14/15,18,98,3823/750,
300,3/2,yes,83/5,14/5,1,14/15,18,98,8021/1500,
300,7/4,yes,83/5,14/5,1,14/15,18,98,2099/375,
300,2,yes,83/5,14/5,1,14/15,18,98,8771/1500,
300,9/4,yes,83/5,14/5,1,14/15,18,98,4573/750,
300,5/2,yes,83/5,14/5,1,14/15,18,98,9521/1500,
300,11/4,yes,83/5,14/5,1,14/15,18,98,2474/375,
300,3,yes,83/5,14/5,1,14/15,18,98,10271/1500,
300,13/4,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID
300,7/2,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
300,15/4,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
300,4,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
300,17/4,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
300,9/2,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
300,19/4,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
300,5,no,,14/5,,14/15,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
325,0,yes,83/5,168/65,98/65,56/65,18,98,5771/1500,
325,1/4,yes,83/5,168/65,98/65,56/65,18,98,3073/750,
325,1/2,yes,83/5,168/65,98/65,56/65,18,98,6521/1500,
325,3/4,yes,83/5,168/65,98/65,56/65,18,98,1724/375,
325,1,yes,83/5,168/65,98/65,56/65,18,98,7271/1500,
325,5/4,yes,83/5,168/65,98/65,56/65,18,98,3823/750,
325,3/2,yes,83/5,168/65,98/65,56/65,18,98,8021/1500,
325,7/4,yes,83/5,168/65,98/65,56/65,18,98,2099/375,
325,2,no,,168/65,,56/65,,,,E_NOT_LIVE
325,9/4,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,5/2,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,11/4,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,3,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,13/4,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,7/2,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,15/4,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,4,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,17/4,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,9/2,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,19/4,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
325,5,no,,168/65,,56/65,,,,E_NOT_LIVE (skipped: WCET monotonicity)
350,0,yes,83/5,12/5,1,4/5,18,98,5771/1500,
350,1/4,yes,83/5,12/5,1,4/5,18,98,3073/750,
350,1/2,yes,83/5,12/5,1,4/5,18,98,6521/1500,
350,3/4,yes,83/5,12/5,1,4/5,18,98,1724/375,
350,1,yes,83/5,12/5,1,4/5,18,98,7271/1500,
350,5/4,yes,83/5,12/5,1,4/5,18,98,3823/750,
350,3/2,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID
350,7/4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,2,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,9/4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,5/2,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,11/4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,3,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,13/4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,7/2,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,15/4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,17/4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,9/2,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,19/4,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
350,5,no,,12/5,,4/5,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
375,0,yes,83/5,56/25,42/25,56/75,18,98,5771/1500,
375,1/4,yes,83/5,56/25,42/25,56/75,18,98,3073/750,
375,1/2,yes,83/5,56/25,42/25,56/75,18,98,6521/1500,
375,3/4,yes,83/5,56/25,42/25,56/75,18,98,1724/375,
375,1,yes,83/5,56/25,42/25,56/75,18,98,7271/1500,
375,5/4,yes,83/5,56/25,42/25,56/75,18,98,3823/750,
375,3/2,yes,83/5,56/25,42/25,56/75,18,98,8021/1500,
375,7/4,yes,83/5,56/25,42/25,56/75,18,98,2099/375,
375,2,yes,83/5,56/25,42/25,56/75,18,98,8771/1500,
375,9/4,yes,83/5,56/25,42/25,56/75,18,98,4573/750,
375,5/2,no,,56/25,,56/75,,,,E_NOT_LIVE
375,11/4,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,3,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,13/4,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,7/2,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,15/4,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,4,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,17/4,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,9/2,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,19/4,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
375,5,no,,56/25,,56/75,,,,E_NOT_LIVE (skipped: WCET monotonicity)
400,0,yes,83/5,21/10,1,7/10,18,98,5771/1500,
400,1/4,yes,83/5,21/10,1,7/10,18,98,3073/750,
400,1/2,yes,83/5,21/10,1,7/10,18,98,6521/1500,
400,3/4,yes,83/5,21/10,1,7/10,18,98,1724/375,
400,1,yes,83/5,21/10,1,7/10,18,98,7271/1500,
400,5/4,yes,83/5,21/10,1,7/10,18,98,3823/750,
400,3/2,yes,83/5,21/10,1,7/10,18,98,8021/1500,
400,7/4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID
400,2,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,9/4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,5/2,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,11/4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,3,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,13/4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,7/2,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,15/4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,17/4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,9/2,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,19/4,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
400,5,no,,21/10,,7/10,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
425,0,yes,83/5,168/85,154/85,56/85,18,98,5771/1500,
425,1/4,yes,83/5,168/85,154/85,56/85,18,98,3073/750,
425,1/2,yes,83/5,168/85,154/85,56/85,18,98,6521/1500,
425,3/4,yes,83/5,168/85,154/85,56/85,18,98,1724/375,
425,1,yes,83/5,168/85,154/85,56/85,18,98,7271/1500,
425,5/4,yes,83/5,168/85,154/85,56/85,18,98,3823/750,
425,3/2,yes,83/5,168/85,154/85,56/85,18,98,8021/1500,
425,7/4,yes,83/5,168/85,154/85,56/85,18,98,2099/375,
425,2,yes,83/5,168/85,154/85,56/85,18,98,8771/1500,
425,9/4,no,,168/85,,56/85,,,,E_NOT_LIVE
425,5/2,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,11/4,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,3,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,13/4,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,7/2,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,15/4,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,4,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,17/4,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,9/2,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,19/4,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
425,5,no,,168/85,,56/85,,,,E_NOT_LIVE (skipped: WCET monotonicity)
450,0,yes,83/5,28/15,1,28/45,18,98,5771/1500,
450,1/4,yes,83/5,28/15,1,28/45,18,98,3073/750,
450,1/2,yes,83/5,28/15,1,28/45,18,98,6521/1500,
450,3/4,yes,83/5,28/15,1,28/45,18,98,1724/375,
450,1,yes,83/5,28/15,1,28/45,18,98,7271/1500,
450,5/4,yes,83/5,28/15,1,28/45,18,98,3823/750,
450,3/2,yes,83/5,28/15,1,28/45,18,98,8021/1500,
450,7/4,yes,83/5,28/15,1,28/45,18,98,2099/375,
450,2,yes,83/5,28/15,1,28/45,18,98,8771/1500,
450,9/4,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID
450,5/2,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,11/4,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,3,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,13/4,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,7/2,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,15/4,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,4,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,17/4,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
450,9/2,no,,28/15,,28/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
