freqHz,wcetMs,feasible,selectedPhaseMs,c1RateDst,c1Init,c2RateSrc,c2Init,selectedCriticalPathThroughCnnMs,selectedCriticalPathExecutionThroughCnnMs,firstErrorId
875,19/4,no,,24/25,,8/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
875,5,no,,24/25,,8/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,0,yes,83/5,14/15,1,14/45,18,98,5771/1500,
900,1/4,yes,83/5,14/15,1,14/45,18,98,3073/750,
900,1/2,yes,83/5,14/15,1,14/45,18,98,6521/1500,
900,3/4,yes,83/5,14/15,1,14/45,18,98,1724/375,
900,1,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID
900,5/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,3/2,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,7/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,2,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,9/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,5/2,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,11/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,3,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,13/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,7/2,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,15/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,17/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,9/2,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,19/4,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
900,5,no,,14/15,,14/45,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,0,yes,83/5,168/185,1,56/185,18,98,5771/1500,
925,1/4,yes,83/5,168/185,1,56/185,18,98,3073/750,
925,1/2,yes,83/5,168/185,1,56/185,18,98,6521/1500,
925,3/4,yes,83/5,168/185,1,56/185,18,98,1724/375,
925,1,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID
925,5/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,3/2,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,7/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,2,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,9/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,5/2,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,11/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,3,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,13/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,7/2,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,15/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,17/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,9/2,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,19/4,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
925,5,no,,168/185,,56/185,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,0,yes,83/5,84/95,1,28/95,18,98,5771/1500,
950,1/4,yes,83/5,84/95,1,28/95,18,98,3073/750,
950,1/2,yes,83/5,84/95,1,28/95,18,98,6521/1500,
950,3/4,yes,83/5,84/95,1,28/95,18,98,1724/375,
950,1,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID
950,5/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,3/2,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,7/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,2,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,9/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,5/2,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,11/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,3,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,13/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,7/2,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,15/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,17/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,9/2,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,19/4,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
950,5,no,,84/95,,28/95,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,0,yes,83/5,56/65,1,56/195,18,98,5771/1500,
975,1/4,yes,83/5,56/65,1,56/195,18,98,3073/750,
975,1/2,yes,83/5,56/65,1,56/195,18,98,6521/1500,
975,3/4,yes,83/5,56/65,1,56/195,18,98,1724/375,
975,1,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID
975,5/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,3/2,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,7/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,2,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,9/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,5/2,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,11/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,3,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,13/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,7/2,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,15/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,17/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,9/2,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,19/4,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
975,5,no,,56/65,,56/195,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,0,yes,83/5,21/25,1,7/25,18,98,5771/1500,
1000,1/4,yes,83/5,21/25,1,7/25,18,98,3073/750,
1000,1/2,yes,83/5,21/25,1,7/25,18,98,6521/1500,
1000,3/4,yes,83/5,21/25,1,7/25,18,98,1724/375,
1000,1,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID
1000,5/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,3/2,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,7/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,2,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,9/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,5/2,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,11/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,3,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,13/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,7/2,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,15/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,17/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,9/2,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,19/4,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
1000,5,no,,21/25,,7/25,,,,E_TOPOLOGY_INVALID (skipped: WCET monotonicity)
